text,required_tokens,prob_need_hint,route,pred_hint_tokens,task_id,code,test_list,test_setup_code,challenge_test_list,0_token_output1,0_token_output1_entropy,0_token_output2,0_token_output2_entropy,0_token_output3,0_token_output3_entropy,generated_hint
Write a function to search some literals strings in a string.,0,0.3992355,1,102,178,"import re
def string_literals(patterns,text):
  for pattern in patterns:
     if re.search(pattern,  text):
       return ('Matched!')
     else:
       return ('Not Matched!')","[""assert string_literals(['language'],'python language')==('Matched!')""
 ""assert string_literals(['program'],'python language')==('Not Matched!')""
 ""assert string_literals(['python'],'programming language')==('Not Matched!')""]",,[],"```python
def string_literals(patterns,text):
  def find_pattern(pattern):
    if not pattern:
      return False
    if not text:
      return False
    if text == pattern:
      return True
    return find_pattern(text[1:]) or find_pattern(text[1:])
  return all(find_pattern(p) for p in patterns)
```",0.5217272873204608,"```python
def string_literals(patterns,text):
  def match(string, pattern):
    if not pattern:
      return True
    if not string:
      return False
    if string[0] == pattern[0]:
      return match(string[1:], pattern[1:])
    return match(string, pattern[1:])
  return all(match(text, p) for p in patterns)
```",0.4374955323110043,"```python
def string_literals(patterns,text):
    return all(text in pattern for pattern in patterns)
```",0.5466301798752164,"def string_literals(patterns, text):
    for pattern in patterns:
        if pattern in text:
            return 'Matched!'
    return 'Not Matched!'"
Write a function to find if the given number is a keith number or not.,90,0.9079257,1,154,179,"def is_num_keith(x): 
	terms = [] 
	temp = x 
	n = 0 
	while (temp > 0): 
		terms.append(temp % 10) 
		temp = int(temp / 10) 
		n+=1 
	terms.reverse() 
	next_term = 0 
	i = n 
	while (next_term < x): 
		next_term = 0 
		for j in range(1,n+1): 
			next_term += terms[i - j] 
		terms.append(next_term) 
		i+=1 
	return (next_term == x) ","['assert is_num_keith(14) == True' 'assert is_num_keith(12) == False'
 'assert is_num_keith(197) == True']",,[],"```python
def is_num_keith(x):
    i = 1
    while i * (i + 1) <= x:
        if x % i == 0:
            j = x // i
            while i <= j:
                if i == j:
                    return True
                if j % i == 0 and j!= i:
                    return True
                j -= 1
        i += 1
    return False
```",0.3404408468146205,"```python
def is_num_keith(x):
    i = 1
    while i * i <= x:
        if x % i == 0:
            if i * i == x:
                return True
            else:
                j = x // i
                if j!= i:
                    return True
        i += 1
    return False
```",0.3775976825785761,"```python
def is_num_keith(x):
    i = 1
    while i < x:
        if x % i == 0:
            j = i
            while j < x:
                if x % j == 0:
                    i = j
                    break
                j += 1
        if i == x:
            return True
        i += 1
    return False
```",0.3002967278893914,"def is_num_keith(x):
    digits = [int(d) for d in str(x)]
    seq = digits[:]
    while seq[-1] < x:
        seq.append(sum(seq[-len(digits):]))
    return seq[-1] == x"
Write a function to calculate distance between two points using latitude and longitude.,100,0.20930086,0,0,180,"from math import radians, sin, cos, acos
def distance_lat_long(slat,slon,elat,elon):
 dist = 6371.01 * acos(sin(slat)*sin(elat) + cos(slat)*cos(elat)*cos(slon - elon))
 return dist","['assert distance_lat_long(23.5,67.5,25.5,69.5)==12179.372041317429'
 'assert distance_lat_long(10.5,20.5,30.5,40.5)==6069.397933300514'
 'assert distance_lat_long(10,20,30,40)==6783.751974994595']",,[],"```python
import math

def distance_lat_long(slat, slon, elat, elon):
    R = 6371
    dlat = math.radians(elat - slat)
    dlon = math.radians(elon - slon)
    a = math.sin(dlat / 2) * math.sin(dlat / 2) + math.cos(math.radians(slat)) \
        * math.cos(math.radians(elat)) * math.sin(dlon / 2) * math.sin(dlon / 2)
    c = 2 * math.atan2(math.sqrt(a), math.sqrt(1 - a))
    return R * c
```",0.07655636,"```python
import math

def distance_lat_long(slat, slon, elat, elon):
    R = 6371
    dlat = math.radians(elat - slat)
    dlon = math.radians(elon - slon)
    a = math.sin(dlat / 2) * math.sin(dlat / 2) + math.cos(math.radians(slat)) \
        * math.cos(math.radians(elat)) * math.sin(dlon / 2) * math.sin(dlon / 2)
    c = 2 * math.atan2(math.sqrt(a), math.sqrt(1 - a))
    return R * c
```",0.07655636,"```python
import math

def distance_lat_long(slat, slon, elat, elon):
    R = 6371
    dlat = math.radians(elat - slat)
    dlon = math.radians(elon - slon)
    a = math.sin(dlat / 2) * math.sin(dlat / 2) + math.cos(math.radians(slat)) \
        * math.cos(math.radians(elat)) * math.sin(dlon / 2) * math.sin(dlon / 2)
    c = 2 * math.atan2(math.sqrt(a), math.sqrt(1 - a))
    return R * c
```",0.07655636,
Write a function to find the longest common prefix in the given set of strings.,80,0.42106304,1,102,181,"def common_prefix_util(str1, str2): 
	result = """"; 
	n1 = len(str1) 
	n2 = len(str2) 
	i = 0
	j = 0
	while i <= n1 - 1 and j <= n2 - 1: 
		if (str1[i] != str2[j]): 
			break
		result += str1[i] 
		i += 1
		j += 1
	return (result) 
def common_prefix (arr, n): 
	prefix = arr[0] 
	for i in range (1, n): 
		prefix = common_prefix_util(prefix, arr[i]) 
	return (prefix) ","['assert common_prefix([""tablets"", ""tables"", ""taxi"", ""tamarind""], 4) == \'ta\''
 'assert common_prefix([""apples"", ""ape"", ""april""], 3) == \'ap\''
 'assert common_prefix([""teens"", ""teenager"", ""teenmar""], 3) == \'teen\'']",,[],"```python
def common_prefix_util(str1, str2):
    min_len = min(len(str1), len(str2))
    for i in range(min_len):
        if str1[i]!= str2[i]:
            return str1[:i]
    return str1[:min_len]
```",0.09317668,"```python
def common_prefix_util(str1, str2):
    prefix = """"
    for c1, c2 in zip(str1, str2):
        if c1 == c2:
            prefix += c1
        else:
            break
    return prefix
```",0.1077397302569806,"```python
def common_prefix_util(str1, str2):
    prefix = """"
    for c1, c2 in zip(str1, str2):
        if c1 == c2:
            prefix += c1
        else:
            break
    return prefix
```",0.1077397302569806,"def common_prefix_util(str1, str2):
    prefix = """"
    for i in range(min(len(str1), len(str2))):
        if str1[i] == str2[i]:
            prefix += str1[i]
        else:
            break
    return prefix

def common_prefix(strings, n):
    prefix = strings[0]
    for i in range(1, n):
        prefix = common_prefix_util(prefix, strings[i])
    return prefix"
"Write a function to find uppercase, lowercase, special character and numeric values using regex.",50,0.41576764,1,102,182,"import re
def find_character(string):
  uppercase_characters = re.findall(r""[A-Z]"", string) 
  lowercase_characters = re.findall(r""[a-z]"", string) 
  numerical_characters = re.findall(r""[0-9]"", string) 
  special_characters = re.findall(r""[, .!?]"", string) 
  return uppercase_characters, lowercase_characters, numerical_characters, special_characters","['assert find_character(""ThisIsGeeksforGeeks"") == ([\'T\', \'I\', \'G\', \'G\'], [\'h\', \'i\', \'s\', \'s\', \'e\', \'e\', \'k\', \'s\', \'f\', \'o\', \'r\', \'e\', \'e\', \'k\', \'s\'], [], [])'
 'assert find_character(""Hithere2"") == ([\'H\'], [\'i\', \'t\', \'h\', \'e\', \'r\', \'e\'], [\'2\'], [])'
 'assert find_character(""HeyFolks32"") == ([\'H\', \'F\'], [\'e\', \'y\', \'o\', \'l\', \'k\', \'s\'], [\'3\', \'2\'], [])']",,[],"```python
import re

def find_character(string):
    uppercase = re.findall(r'[A-Z]', string)
    lowercase = re.findall(r'[a-z]', string)
    special = re.findall(r'[^A-Za-z0-9]', string)
    numeric = re.findall(r'\d', string)
    return uppercase, lowercase, special, numeric
```",0.1155071735897096,"```python
import re

def find_character(string):
    uppercase = re.findall(r'[A-Z]', string)
    lowercase = re.findall(r'[a-z]', string)
    special = re.findall(r'[^A-Za-z0-9]', string)
    numeric = re.findall(r'\d', string)
    return uppercase, lowercase, special, numeric
```",0.1155071735897096,"```python
import re

def find_character(string):
    uppercase = re.findall(r'[A-Z]', string)
    lowercase = re.findall(r'[a-z]', string)
    special = re.findall(r'[^A-Za-z0-9]', string)
    numeric = re.findall(r'\d', string)
    return uppercase, lowercase, special, numeric
```",0.1155071735897096,"import re

def find_character(string):
    uppercase = re.findall(r'[A-Z]', string)
    lowercase = re.findall(r'[a-z]', string)
    numeric = re.findall(r'[0-9]', string)
    special_char = re.findall(r'[^A-Za-z0-9]', string)
    return uppercase, lowercase, numeric, special_char"
Write a function to count all the distinct pairs having a difference of k in any array.,0,0.7268641,1,118,183,"def count_pairs(arr, n, k):
  count=0;
  for i in range(0,n):
    for j in range(i+1, n):
      if arr[i] - arr[j] == k or arr[j] - arr[i] == k:
        count += 1
  return count","['assert count_pairs([1, 5, 3, 4, 2], 5, 3) == 2'
 'assert count_pairs([8, 12, 16, 4, 0, 20], 6, 4) == 5'
 'assert count_pairs([2, 4, 1, 3, 4], 5, 2) == 3']",,[],"```python
def count_pairs(arr, n, k):
    count = 0
    freq = {}
    for num in arr:
        if num - k in freq:
            count += freq[num - k]
        if num + k in freq:
            count += freq[num + k]
        freq[num] = freq.get(num, 0) + 1
    return count
```",0.156106965,"```python
def count_pairs(arr, n, k):
    count = 0
    freq = {}
    for num in arr:
        if num - k in freq:
            count += freq[num - k]
        if num + k in freq:
            count += freq[num + k]
        freq[num] = freq.get(num, 0) + 1
    return count
```",0.156106965,"```python
def count_pairs(arr, n, k):
    count = 0
    freq = {}
    for num in arr:
        if num - k in freq:
            count += freq[num - k]
        if num + k in freq:
            count += freq[num + k]
        freq[num] = freq.get(num, 0) + 1
    return count
```",0.156106965,"def count_pairs(arr, n, k):
    count = 0
    for i in range(n):
        for j in range(i + 1, n):
            if abs(arr[i] - arr[j]) == k:
                count += 1
    return count"
Write a function to find all the values in a list that are greater than a specified number.,40,0.52714276,1,108,184,"def greater_specificnum(list,num):
 greater_specificnum=all(x >= num for x in list)
 return greater_specificnum","['assert greater_specificnum([220, 330, 500],200)==True'
 'assert greater_specificnum([12, 17, 21],20)==False'
 'assert greater_specificnum([1,2,3,4],10)==False']",,[],"```python
def greater_specificnum(lst,num):
    return [i for i in lst if i > num]
```",0.158100251,"```python
def greater_specificnum(lst,num):
  return [i for i in lst if i>num]
```",0.1707420253154123,"```python
def greater_specificnum(lst,num):
    return [i for i in lst if i > num]
```",0.158100251,"def greater_specificnum(list, num):
    for i in list:
        if i > num:
            return True
    return False"
Write a function to find the focus of a parabola.,100,0.8280989,1,145,185,"def parabola_focus(a, b, c): 
  focus= (((-b / (2 * a)),(((4 * a * c) - (b * b) + 1) / (4 * a))))
  return focus","['assert parabola_focus(5,3,2)==(-0.3, 1.6)'
 'assert parabola_focus(9,8,4)==(-0.4444444444444444, 2.25)'
 'assert parabola_focus(2,4,6)==(-1.0, 4.125)']",,[],"```python
def parabola_focus(a, b, c):
    if a == 0:
        if b == 0:
            if c == 0:
                return ""Infinite solutions""
            else:
                return ""No solution""
        else:
            return (-c/b, 0)
    else:
        h = -b / (2 * a)
        k = c - (b**2) / (4 * a)
        return (h, k)
```",0.3393117203470455,"```python
def parabola_focus(a, b, c):
    if a == 0:
        return None
    h = -b / (2 * a)
    k = c - (b**2) / (4 * a)
    return (h, k)
```",0.2337144972211345,"```python
def parabola_focus(a, b, c):
    if a == 0:
        if b == 0:
            return None
        else:
            return (0, c / b)
    else:
        return ((-c) / (3 * a), (b**2) / (4 * a))
```",0.4070618760452665,"def parabola_focus(a, b, c):
    p = 1 / (4 * a)
    x = -b / (2 * a)
    y = c - b**2 / (4 * a)
    return (x, y)"
Write a function to search some literals strings in a string by using regex.,0,0.241145,0,0,186,"import re
def check_literals(text, patterns):
  for pattern in patterns:
    if re.search(pattern,  text):
        return ('Matched!')
    else:
        return ('Not Matched!')","[""assert check_literals('The quick brown fox jumps over the lazy dog.',['fox']) == 'Matched!'""
 ""assert check_literals('The quick brown fox jumps over the lazy dog.',['horse']) == 'Not Matched!'""
 ""assert check_literals('The quick brown fox jumps over the lazy dog.',['lazy']) == 'Matched!'""]",,[],"```python
import re

def check_literals(text, patterns):
    for pattern in patterns:
        if re.search(pattern, text):
            return True
    return False
```",0.1117366253156679,"```python
import re

def check_literals(text, patterns):
    for pattern in patterns:
        if re.search(pattern, text):
            return True
    return False
```",0.1117366253156679,"```python
import re

def check_literals(text, patterns):
    for pattern in patterns:
        if re.search(pattern, text):
            return True
    return False
```",0.1117366253156679,
Write a function to find the longest common subsequence for the given two sequences.,0,0.22171335,0,0,187,"def longest_common_subsequence(X, Y, m, n): 
    if m == 0 or n == 0: 
       return 0 
    elif X[m-1] == Y[n-1]: 
       return 1 + longest_common_subsequence(X, Y, m-1, n-1) 
    else: 
       return max(longest_common_subsequence(X, Y, m, n-1), longest_common_subsequence(X, Y, m-1, n))","['assert longest_common_subsequence(""AGGTAB"" , ""GXTXAYB"", 6, 7) == 4'
 'assert longest_common_subsequence(""ABCDGH"" , ""AEDFHR"", 6, 6) == 3'
 'assert longest_common_subsequence(""AXYT"" , ""AYZX"", 4, 4) == 2']",,[],"```python
def longest_common_subsequence(X, Y, m, n):
    L = [[0 for x in range(n + 1)] for y in range(m + 1)]
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if X[i - 1] == Y[j - 1]:
                L[i][j] = L[i - 1][j - 1] + 1
            else:
                L[i][j] = max(L[i - 1][j], L[i][j - 1])
    return L[m][n]
```",0.075552393,"```python
def longest_common_subsequence(X, Y, m, n):
    L = [[0 for x in range(n + 1)] for y in range(m + 1)]
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if X[i - 1] == Y[j - 1]:
                L[i][j] = L[i - 1][j - 1] + 1
            else:
                L[i][j] = max(L[i - 1][j], L[i][j - 1])
    return L[m][n]
```",0.075552393,"```python
def longest_common_subsequence(X, Y, m, n):
    L = [[0 for x in range(n + 1)] for y in range(m + 1)]
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if X[i - 1] == Y[j - 1]:
                L[i][j] = L[i - 1][j - 1] + 1
            else:
                L[i][j] = max(L[i - 1][j], L[i][j - 1])
    return L[m][n]
```",0.075552393,
